"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Magdalena Maria KOCHAN";"Edward KOSMAL"
"805b-e218-0607-63be-ca20-fd0d-aced-9f89";"321406";"98";"1";"wieś";"stały";"Centrum Kultury i Rekreacji w Kobylance, ul. Jeziorna 6, 73-108 Kobylanka";"gm. Kobylanka";"stargardzki";"zachodniopomorskie";"1473";"1624";"301";"1172";"1";"23";"0";"0";"0";"0";"0";"0";"0";"1172";"0";"0";"1172";"54";"10";"44";"0";"1118";"727";"391"
"556a-697c-b7df-7f52-b479-a362-5993-4659";"321406";"98";"2";"wieś";"stały";"Szkoła Podstawowa w Reptowie, Reptowo 96a, 73-108 Kobylanka";"gm. Kobylanka";"stargardzki";"zachodniopomorskie";"1040";"1154";"335";"705";"0";"6";"0";"0";"0";"0";"0";"0";"0";"705";"0";"0";"705";"18";"3";"15";"0";"687";"381";"306"
"d892-1501-6c00-ab53-6c6f-9a11-c555-422c";"321406";"98";"3";"wieś";"stały";"Świetlica wiejska, Morzyczyn ul. Oświaty 1, 73-108 Kobylanka";"gm. Kobylanka";"stargardzki";"zachodniopomorskie";"1480";"1656";"372";"1108";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1108";"0";"0";"1108";"40";"20";"20";"0";"1068";"662";"406"
"4a07-0fbc-7692-974a-ac11-4376-6afd-8b54";"321408";"98";"1";"wieś";"stały";"Świetlicka Wiejska w Dzwonowie, Dzwonowo 24, 73-121 Marianowo";"gm. Marianowo";"stargardzki";"zachodniopomorskie";"380";"413";"193";"187";"0";"1";"0";"0";"0";"0";"0";"0";"0";"187";"0";"0";"187";"9";"0";"9";"0";"178";"54";"124"
"07db-52c4-b751-a957-8e7e-ae34-33e1-a8bc";"321408";"98";"2";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Gogolewie, Gogolewo 18, 73-121 Marianowo";"gm. Marianowo";"stargardzki";"zachodniopomorskie";"500";"560";"238";"262";"0";"1";"0";"0";"0";"0";"0";"0";"0";"262";"0";"0";"262";"2";"0";"2";"0";"260";"118";"142"
"a819-9273-e9ac-259f-e85a-620f-e319-25cd";"321408";"98";"3";"wieś";"stały";"""Dom Strażaka"" w Marianowie, ul. Stargardzka 55, 73-121 Marianowo";"gm. Marianowo";"stargardzki";"zachodniopomorskie";"850";"928";"340";"510";"2";"6";"0";"0";"0";"0";"0";"0";"0";"510";"0";"0";"510";"19";"2";"17";"0";"491";"235";"256"
"b98b-d14f-de7e-a9b4-1f3d-b227-f35e-77d1";"321408";"98";"4";"wieś";"stały";"Świetlica Wiejska w Sulinie, Sulino 20, 73-121 Marianowo";"gm. Marianowo";"stargardzki";"zachodniopomorskie";"460";"501";"261";"199";"0";"0";"0";"0";"0";"0";"0";"0";"0";"199";"0";"0";"199";"5";"0";"5";"0";"194";"68";"126"
"3dbc-2d61-9a64-feee-457d-8bb5-84d7-3d6d";"321409";"98";"1";"wieś";"stały";"Centrum Kultury i Rekreacji, Stara Dąbrowa 30c, 73-112 Stara Dąbrowa";"gm. Stara Dąbrowa";"stargardzki";"zachodniopomorskie";"1040";"1156";"447";"593";"1";"3";"0";"0";"0";"0";"0";"0";"0";"593";"0";"0";"593";"14";"9";"5";"0";"579";"267";"312"
"2b9c-3235-1468-2b54-3f5e-d1aa-942d-164c";"321409";"98";"2";"wieś";"stały";"Świetlica Wiejska w Parlinie, Parlino 30a, 73-112 Stara Dąbrowa";"gm. Stara Dąbrowa";"stargardzki";"zachodniopomorskie";"835";"920";"441";"394";"1";"5";"0";"0";"0";"0";"0";"0";"0";"394";"0";"0";"394";"14";"3";"11";"0";"380";"173";"207"
"bf40-ca7f-d1c3-60d6-5fa4-2132-ad79-6d98";"321409";"98";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa, Chlebówko 9, 73-112 Stara Dąbrowa";"gm. Stara Dąbrowa";"stargardzki";"zachodniopomorskie";"739";"818";"441";"298";"1";"0";"0";"0";"0";"0";"0";"0";"0";"298";"0";"0";"298";"3";"2";"1";"0";"295";"113";"182"
"98e9-96d1-b453-5385-ae35-2d02-da37-5667";"321410";"98";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Sownie, Sowno ul. Szkolna 4, 73-110 Stargard";"gm. Stargard";"stargardzki";"zachodniopomorskie";"600";"679";"218";"382";"1";"4";"0";"0";"0";"0";"0";"0";"0";"382";"0";"0";"382";"13";"6";"7";"0";"369";"228";"141"
"d85b-4094-bf08-9a92-11bf-fe3e-cc5a-e260";"321410";"98";"2";"wieś";"stały";"Szkoła Podstawowa im. Mikołaja Kopernika w Pęzinie, Pęzino 66, 73-131 Pęzino";"gm. Stargard";"stargardzki";"zachodniopomorskie";"1300";"1423";"769";"531";"0";"2";"0";"0";"0";"0";"0";"0";"0";"531";"0";"0";"531";"19";"1";"18";"0";"512";"232";"280"
"d42e-0aa4-63bb-2562-c413-0a08-3b3e-1e06";"321410";"98";"3";"wieś";"stały";"Świetlica Wiejska w Krąpielu, Krąpiel 12b, 73-131 Pęzino";"gm. Stargard";"stargardzki";"zachodniopomorskie";"570";"633";"296";"274";"0";"0";"0";"0";"0";"0";"0";"0";"0";"274";"0";"0";"274";"6";"1";"5";"0";"268";"81";"187"
"e421-dc59-33ff-ebd7-014e-1c4d-98bd-c594";"321410";"98";"4";"wieś";"stały";"Świetlica Wiejska w Strachocinie, Strachocin 44, 73-110 Stargard";"gm. Stargard";"stargardzki";"zachodniopomorskie";"850";"932";"310";"540";"0";"1";"0";"0";"0";"0";"0";"0";"0";"540";"0";"0";"540";"15";"4";"11";"0";"525";"266";"259"
"c8a9-b521-4f76-a5bd-e777-f5e5-1bc7-76ab";"321410";"98";"5";"wieś";"stały";"Budynek Kurii w Witkowie Drugim, Witkowo Drugie Starowiejska 37, 73-102 Stargard";"gm. Stargard";"stargardzki";"zachodniopomorskie";"1170";"1296";"468";"702";"0";"4";"0";"0";"0";"0";"0";"0";"0";"701";"0";"0";"701";"13";"1";"12";"0";"688";"331";"357"
"d4f7-b3a0-c523-b95f-88e0-4614-0184-abac";"321410";"98";"6";"wieś";"stały";"Budynek po byłej Szkole Podstawowej w Koszewie, Koszewo 2, 73-102 Stargard";"gm. Stargard";"stargardzki";"zachodniopomorskie";"820";"906";"452";"368";"0";"0";"0";"0";"0";"0";"0";"0";"0";"368";"0";"0";"368";"18";"2";"16";"0";"350";"170";"180"
"7d41-a694-d60b-3851-3612-121c-ddff-c35c";"321410";"98";"7";"wieś";"stały";"Świetlica Wiejska w Grzędzicach, Grzędzice ul. Gryfa 71, 73-110 Stargard";"gm. Stargard";"stargardzki";"zachodniopomorskie";"1500";"1675";"454";"1046";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1046";"0";"0";"1046";"31";"10";"21";"0";"1015";"712";"303"
"686d-4491-891c-a18c-ab3b-da0c-e259-a584";"321410";"98";"8";"wieś";"stały";"Świetlica Wiejska w Małkocinie, Małkocin 36, 73-110 Stargard";"gm. Stargard";"stargardzki";"zachodniopomorskie";"1300";"1421";"514";"786";"1";"0";"0";"0";"0";"0";"0";"0";"0";"786";"0";"0";"786";"24";"7";"17";"0";"762";"360";"402"
"8e3b-465f-a64c-97b5-37e3-e318-c455-f172";"321410";"98";"9";"wieś";"stały";"Świetlica Wiejska w Barzkowicach, Barzkowice 33B/1, 73-110 Stargard";"gm. Stargard";"stargardzki";"zachodniopomorskie";"470";"509";"235";"235";"0";"0";"0";"0";"0";"0";"0";"0";"0";"235";"0";"0";"235";"7";"1";"6";"0";"228";"115";"113"
"cd51-619f-e2f8-5a20-09db-6861-cd8a-a52b";"321410";"98";"10";"wieś";"stały";"Świetlica Wiejska w Żarowie, Żarowo 51C, 73-110 Stargard";"gm. Stargard";"stargardzki";"zachodniopomorskie";"740";"806";"213";"527";"4";"2";"0";"0";"0";"0";"0";"0";"0";"527";"0";"0";"527";"10";"3";"7";"0";"517";"293";"224"
"758e-df49-d404-baa8-a014-b4e3-baed-ecb4";"321411";"98";"1";"miasto";"stały";"Gminny Dom Kultury, ul. K. A. Hlonda 1, 73-132 Suchań";"gm. Suchań";"stargardzki";"zachodniopomorskie";"1040";"1136";"490";"550";"0";"2";"0";"0";"0";"0";"0";"0";"0";"550";"0";"0";"550";"23";"5";"18";"0";"527";"285";"242"
"68ab-fbd7-3075-1a5a-a46e-b6f8-6f18-e64b";"321411";"98";"2";"wieś";"stały";"Świetlica Wiejska, Wapnica 17A, 73-132 Suchań";"gm. Suchań";"stargardzki";"zachodniopomorskie";"620";"689";"286";"334";"0";"2";"0";"0";"0";"0";"0";"0";"0";"334";"0";"0";"334";"13";"1";"12";"0";"321";"133";"188"
"3e4b-0ef4-cede-0e6f-ba95-14d9-23c4-4562";"321411";"98";"3";"wieś";"stały";"Świetlica Wiejska, Brudzewice 70B, 73-131 Pęzino";"gm. Suchań";"stargardzki";"zachodniopomorskie";"587";"644";"298";"289";"0";"1";"0";"0";"0";"0";"0";"0";"0";"289";"0";"0";"289";"20";"2";"18";"0";"269";"127";"142"
"6288-4ce1-20ca-6480-0427-b153-89ae-ec15";"321411";"98";"4";"wieś";"stały";"Gminny Dom Kultury, ul. K. A. Hlonda 1, 73-132 Suchań";"gm. Suchań";"stargardzki";"zachodniopomorskie";"768";"862";"425";"343";"1";"1";"0";"0";"0";"0";"0";"0";"0";"343";"0";"0";"343";"10";"2";"8";"0";"333";"126";"207"
"30a7-9eee-929a-2310-b330-00c2-721f-654a";"321801";"98";"1";"miasto";"stały";"Szkoła Podstawowa, ul. Mieszczańska 2, 72-210 Dobra";"gm. Dobra";"łobeski";"zachodniopomorskie";"1600";"1749";"738";"862";"0";"9";"0";"0";"0";"0";"0";"0";"0";"862";"0";"0";"862";"24";"4";"20";"0";"838";"436";"402"
"a52b-036c-d1cc-f4c5-0b18-3e04-74c2-3225";"321801";"98";"2";"wieś";"stały";"Urząd Miejski, ul. Rynek 1, 72-210 Dobra";"gm. Dobra";"łobeski";"zachodniopomorskie";"970";"1055";"608";"362";"2";"0";"0";"0";"0";"0";"0";"0";"0";"362";"0";"0";"362";"7";"1";"6";"0";"355";"147";"208"
"fa61-996d-878a-9386-a867-8ab5-1390-5b82";"321801";"98";"3";"wieś";"stały";"Szkoła Podstawowa, Wojtaszyce 39, 72-210 Dobra";"gm. Dobra";"łobeski";"zachodniopomorskie";"520";"566";"313";"207";"1";"1";"0";"0";"0";"0";"0";"0";"0";"207";"0";"0";"207";"6";"0";"6";"0";"201";"99";"102"
"1a59-7a27-f33f-4afa-40e3-ef93-daa9-150b";"321802";"98";"1";"miasto";"stały";"Przedszkole Miejskie Nr 1, ul. Mickiewicza 11, 73-150 Łobez";"gm. Łobez";"łobeski";"zachodniopomorskie";"1320";"1418";"422";"898";"1";"3";"0";"0";"0";"0";"0";"0";"0";"898";"0";"0";"898";"39";"7";"32";"0";"859";"571";"288"
"686c-0522-9820-537c-bb94-52b8-c10f-97cb";"321802";"98";"2";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Bema 6, 73-150 Łobez";"gm. Łobez";"łobeski";"zachodniopomorskie";"1270";"1365";"492";"778";"2";"12";"1";"1";"0";"0";"0";"0";"1";"779";"1";"0";"779";"22";"7";"15";"0";"757";"466";"291"
"64d5-9b73-086a-5f57-2e7f-8f6b-5682-85c7";"321802";"98";"3";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Kościuszki 17, 73-150 Łobez";"gm. Łobez";"łobeski";"zachodniopomorskie";"1231";"1329";"487";"744";"3";"3";"0";"0";"0";"0";"0";"0";"0";"744";"0";"0";"744";"26";"4";"22";"0";"718";"470";"248"
"561b-95d2-f306-6f17-8111-eaa4-58ab-0f6e";"321802";"98";"4";"miasto";"stały";"Łobeski Dom Kultury, ul. Niepodległości 52, 73-150 Łobez";"gm. Łobez";"łobeski";"zachodniopomorskie";"620";"663";"264";"356";"0";"3";"0";"0";"0";"0";"0";"0";"0";"356";"0";"0";"356";"11";"2";"9";"0";"345";"227";"118"
"e1aa-fade-f309-71ec-c2f6-dbee-63cb-7fe5";"321802";"98";"5";"miasto";"stały";"Hala Widowiskowo-Sportowa, ul. Orzeszkowej 7, 73-150 Łobez";"gm. Łobez";"łobeski";"zachodniopomorskie";"1450";"1561";"513";"937";"1";"6";"0";"0";"0";"0";"0";"0";"0";"937";"0";"0";"937";"33";"10";"23";"0";"904";"582";"322"
"eb8a-e421-ed60-d5b4-c214-7b23-f1b1-373c";"321802";"98";"6";"miasto";"stały";"Agencja Restrukturyzacji i Modernizacji Rolnictwa Biuro Powiatu Łobeskiego, plac Spółdzielców 2, 73-150 Łobez";"gm. Łobez";"łobeski";"zachodniopomorskie";"690";"751";"312";"378";"2";"4";"0";"0";"0";"0";"0";"0";"0";"378";"0";"0";"378";"11";"4";"7";"0";"367";"218";"149"
"8f22-7a7e-da80-ab70-8e6e-e1b0-a04d-08ab";"321802";"98";"7";"miasto";"stały";"Środowiskowy Dom Samopomocy, ul. Łoźnicka 31, 73-150 Łobez";"gm. Łobez";"łobeski";"zachodniopomorskie";"630";"678";"258";"372";"0";"2";"0";"0";"0";"0";"0";"0";"0";"372";"0";"0";"372";"19";"3";"16";"0";"353";"195";"158"
"cbee-3e2c-e5b7-87ee-72c4-d752-3881-0ca6";"321802";"98";"8";"wieś";"stały";"Świetlica Wiejska w Dalnie, Dalno, 73-150 Łobez";"gm. Łobez";"łobeski";"zachodniopomorskie";"790";"871";"429";"361";"0";"0";"0";"0";"0";"0";"0";"0";"0";"361";"0";"0";"361";"17";"4";"13";"0";"344";"191";"153"
"d912-8fd4-3d13-eff3-e544-161b-b45f-2a6a";"321802";"98";"9";"wieś";"stały";"Publiczna Szkoła Podstawowa w Bełcznie, Bełczna 28A, 73-150 Łobez";"gm. Łobez";"łobeski";"zachodniopomorskie";"650";"713";"392";"258";"0";"5";"0";"0";"0";"0";"0";"0";"0";"258";"0";"0";"258";"17";"1";"16";"0";"241";"125";"116"
"9547-c710-8cab-c4ae-430e-e9f2-9048-cebf";"321802";"98";"10";"wieś";"stały";"Światlica Wiejska w Zajezierzu, Zajezierze 34, 73-150 Łobez";"gm. Łobez";"łobeski";"zachodniopomorskie";"460";"508";"230";"230";"1";"2";"0";"0";"0";"0";"0";"0";"0";"230";"0";"0";"230";"7";"1";"6";"0";"223";"105";"118"
"c3b4-af9e-1d25-cd66-05bc-cdbb-b571-6fd9";"321802";"98";"11";"wieś";"stały";"Świetlica wiejska w Suliszewicach, Suliszewice 21A, 73-150 Łobez";"gm. Łobez";"łobeski";"zachodniopomorskie";"630";"712";"358";"272";"1";"0";"0";"0";"0";"0";"0";"0";"0";"272";"0";"0";"272";"10";"2";"8";"0";"262";"150";"112"
"0cf3-866f-9aa6-ae4c-ed04-0010-3862-f33e";"321803";"98";"1";"wieś";"stały";"Gminne Centrum Kultury i Biblioteka Publiczna, Radowo Małe 5, 72-314 Radowo Małe";"gm. Radowo Małe";"łobeski";"zachodniopomorskie";"850";"909";"343";"507";"0";"3";"0";"0";"0";"0";"0";"0";"0";"507";"0";"0";"507";"19";"3";"16";"0";"488";"330";"158"
"1a5b-17b3-78d4-79e0-486a-3d56-4f84-d090";"321803";"98";"2";"wieś";"stały";"Świetlica Wiejska, Rogowo 22, 72-314 Radowo Małe";"gm. Radowo Małe";"łobeski";"zachodniopomorskie";"490";"518";"291";"199";"2";"3";"0";"0";"0";"0";"0";"0";"0";"199";"0";"0";"199";"4";"0";"4";"0";"195";"104";"91"
"624a-a50c-d814-f2c7-c7d4-a451-7b5d-246a";"321803";"98";"3";"wieś";"stały";"Świetlica Wiejska, Gostomin 8, 72-314 Radowo Małe";"gm. Radowo Małe";"łobeski";"zachodniopomorskie";"500";"538";"284";"216";"0";"1";"0";"0";"0";"0";"0";"0";"0";"216";"0";"0";"216";"7";"1";"6";"0";"209";"132";"77"
"9f60-bfb5-ff37-f6eb-53ad-2311-1210-e16f";"321803";"98";"4";"wieś";"stały";"Niepubliczna Szkoła Przysposabiająca do Pracy w Siedlicach, Siedlice 16A, 73-155 Węgorzyno";"gm. Radowo Małe";"łobeski";"zachodniopomorskie";"790";"859";"466";"324";"0";"0";"0";"0";"0";"0";"0";"0";"0";"324";"0";"0";"324";"8";"3";"5";"0";"316";"138";"178"
"bac8-8ee3-63b3-2ca6-8645-8960-4b3e-234f";"321804";"98";"1";"miasto";"stały";"Zespół Szkół, ul. Bolesława Prusa 2, 72-315 Resko";"gm. Resko";"łobeski";"zachodniopomorskie";"1690";"1834";"729";"961";"2";"2";"0";"0";"0";"0";"0";"0";"0";"961";"0";"0";"961";"34";"9";"25";"0";"927";"527";"400"
"3575-405f-ef63-c50a-d31b-d48b-3446-3a1a";"321804";"98";"2";"miasto";"stały";"Centrum Kultury, ul. Wojska Polskiego 16, 72-315 Resko";"gm. Resko";"łobeski";"zachodniopomorskie";"1900";"2056";"846";"1054";"4";"6";"0";"0";"0";"0";"0";"0";"0";"1054";"0";"0";"1054";"43";"15";"28";"0";"1011";"618";"393"
"6922-2c87-6845-81dc-2d84-3c58-5886-e91a";"321804";"98";"3";"wieś";"stały";"Zespół Szkół Szkoła Podstawowa Resko, Filia, Łosośnica 23, 72-315 Resko";"gm. Resko";"łobeski";"zachodniopomorskie";"390";"424";"225";"165";"0";"0";"0";"0";"0";"0";"0";"0";"0";"165";"0";"0";"165";"6";"2";"4";"0";"159";"92";"67"
"7411-9f73-a949-40e3-1e99-2b5d-716a-61f6";"321804";"98";"4";"wieś";"stały";"Budynek nr 32 (po byłej szkole podstawowej), Łabuń Wielki 32, 72-315 Resko";"gm. Resko";"łobeski";"zachodniopomorskie";"489";"538";"277";"212";"0";"4";"0";"0";"0";"0";"0";"0";"0";"212";"0";"0";"212";"5";"0";"5";"0";"207";"108";"99"
"d74a-8937-0fc4-8bd2-0d39-8802-466c-087a";"321804";"98";"5";"wieś";"stały";"Szkoła Podstawowa, Starogard 12, 72-315 Resko";"gm. Resko";"łobeski";"zachodniopomorskie";"1000";"1080";"585";"415";"0";"1";"0";"0";"0";"0";"0";"0";"0";"415";"0";"0";"415";"17";"1";"16";"0";"398";"199";"199"
"123a-c34f-9309-3b6f-58db-55ab-a09b-59f6";"321804";"98";"6";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Resku, ul. Wojska Polskiego 40, 72-315 Resko";"gm. Resko";"łobeski";"zachodniopomorskie";"60";"60";"43";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"0";"0";"17";"3";"1";"2";"0";"14";"9";"5"
"2616-f1be-0b5a-93cf-fb2c-908b-9456-50f8";"321804";"98";"7";"miasto";"zakład leczniczy";"Zakład Opiekuńczo-Leczniczy w Resku, ul. Szpitalna 8, 72-315 Resko";"gm. Resko";"łobeski";"zachodniopomorskie";"68";"68";"62";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"6";"0";"0";"0";"0";"6";"4";"2"
"eaa4-8368-127d-e2d7-da07-47af-bcd4-13d2";"321805";"98";"1";"miasto";"stały";"Budynek po Gimnazjum, Kościuszki 29, 73-155 Węgorzyno";"gm. Węgorzyno";"łobeski";"zachodniopomorskie";"2000";"2163";"836";"1164";"3";"7";"0";"0";"0";"0";"0";"0";"0";"1164";"0";"0";"1164";"40";"4";"36";"0";"1124";"635";"489"
"411b-32cd-4b0d-d290-18e5-37b2-3597-2652";"321805";"98";"2";"wieś";"stały";"Szkoła Podstawowa, Grunwaldzka 2, 73-155 Węgorzyno";"gm. Węgorzyno";"łobeski";"zachodniopomorskie";"590";"665";"332";"258";"0";"4";"0";"0";"0";"0";"0";"0";"0";"258";"0";"0";"258";"14";"2";"12";"0";"244";"108";"136"
"cec0-fbec-0c3f-a111-a31b-9a5e-7c0b-82dc";"321805";"98";"3";"wieś";"stały";"Przedszkole, Sielsko 20, 73-155 Węgorzyno";"gm. Węgorzyno";"łobeski";"zachodniopomorskie";"729";"800";"404";"325";"3";"4";"0";"0";"0";"0";"0";"0";"0";"325";"0";"0";"325";"14";"2";"12";"0";"311";"110";"201"
"09a8-2a4d-19a3-9bde-779e-0cf5-5429-76e8";"321805";"98";"4";"wieś";"stały";"Szkoła Podstawowa, Runowo Pomorskie Węgorzyńska 29, 73-155 Węgorzyno";"gm. Węgorzyno";"łobeski";"zachodniopomorskie";"1668";"1832";"864";"804";"1";"4";"1";"1";"0";"0";"0";"0";"1";"805";"1";"0";"805";"39";"4";"35";"0";"766";"395";"371"
"6bb4-0c5d-fe5d-8c0d-2c55-88f0-bae1-4079";"326301";"98";"1";"miasto";"stały";"""HOSSA"" Centrum Edukacji i Wspierania Przedsiębiorczości Szczecińskiej Fundacji ""Talent-Promocja-Postęp"", J. Kasprowicza 4, 72-600 Świnoujście";"m. Świnoujście";"Świnoujście";"zachodniopomorskie";"1390";"1258";"292";"1098";"4";"770";"0";"0";"0";"0";"0";"0";"0";"1098";"0";"2";"1096";"22";"2";"20";"0";"1074";"708";"366"
"30de-1672-8056-ffa6-5254-2255-e5ad-0f73";"326301";"98";"2";"miasto";"stały";"Miejski Dom Kultury Galeria ""ART"", Wojska Polskiego 1/1, 72-600 Świnoujście";"m. Świnoujście";"Świnoujście";"zachodniopomorskie";"1700";"1978";"378";"1322";"3";"129";"0";"0";"0";"0";"0";"0";"0";"1322";"0";"0";"1322";"43";"8";"35";"0";"1279";"878";"401"
"004b-1390-22ff-b7a7-3dfc-79a6-5b1a-f324";"326301";"98";"3";"miasto";"stały";"Szkoła Podstawowa Nr 1, G. Narutowicza 10, 72-600 Świnoujście";"m. Świnoujście";"Świnoujście";"zachodniopomorskie";"970";"1104";"311";"659";"2";"58";"0";"0";"0";"0";"0";"0";"0";"659";"0";"0";"659";"25";"4";"21";"0";"634";"427";"207"
"a323-a9c1-16f0-3b1e-1357-7372-7939-403b";"326301";"98";"4";"miasto";"stały";"Katolickie Liceum Ogólnokształcące, S. Wyspiańskiego 12, 72-600 Świnoujście";"m. Świnoujście";"Świnoujście";"zachodniopomorskie";"1000";"1084";"320";"680";"0";"14";"0";"0";"0";"0";"0";"0";"0";"680";"0";"0";"680";"24";"3";"21";"0";"656";"420";"236"
"3f79-8a46-a176-49da-c20a-a389-f498-293d";"326301";"98";"5";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy, Piastowska 55, 72-600 Świnoujście";"m. Świnoujście";"Świnoujście";"zachodniopomorskie";"1190";"1327";"363";"827";"0";"45";"0";"0";"0";"0";"0";"0";"0";"827";"0";"0";"827";"43";"12";"31";"0";"784";"537";"247"
"c3a6-db4e-0275-09f7-edbb-49ee-d940-48c0";"326301";"98";"6";"miasto";"stały";"Szkoła Podstawowa Nr 4, Szkolna 1, 72-600 Świnoujście";"m. Świnoujście";"Świnoujście";"zachodniopomorskie";"1320";"1405";"425";"895";"1";"9";"0";"0";"0";"0";"0";"0";"0";"894";"0";"0";"894";"28";"10";"18";"0";"866";"605";"261"
"dd2c-e537-939d-aaa0-0635-f839-1452-7cdf";"326301";"98";"7";"miasto";"stały";"Szkoła Podstawowa Nr 4, Szkolna 1, 72-600 Świnoujście";"m. Świnoujście";"Świnoujście";"zachodniopomorskie";"1395";"1516";"439";"956";"0";"16";"0";"0";"0";"0";"0";"0";"0";"956";"0";"0";"956";"26";"6";"20";"0";"930";"647";"283"
"d490-ec73-482a-8b67-d50a-8ef5-16ad-7ff3";"326301";"98";"8";"miasto";"stały";"Centrum Edukacji Zawodowej i Turystyki, Gdyńska 26, 72-600 Świnoujście";"m. Świnoujście";"Świnoujście";"zachodniopomorskie";"1640";"1792";"481";"1159";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1159";"0";"0";"1159";"51";"15";"36";"0";"1108";"784";"324"
"f632-99c6-32e7-1a6e-f300-f2b4-c803-df15";"326301";"98";"9";"miasto";"stały";"budynek użytkowy Zakładu Gospodarki Mieszkaniowej, Piastowska 62, 72-600 Świnoujście";"m. Świnoujście";"Świnoujście";"zachodniopomorskie";"820";"889";"307";"513";"1";"8";"1";"1";"0";"1";"0";"0";"1";"513";"1";"0";"513";"20";"5";"15";"0";"493";"332";"161"
"4a53-c243-7c0f-4b82-c002-fbee-a958-5ff1";"326301";"98";"10";"miasto";"stały";"Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Mieszka I, M. Niedziałkowskiego 2, 72-600 Świnoujście";"m. Świnoujście";"Świnoujście";"zachodniopomorskie";"1040";"1127";"370";"670";"0";"10";"0";"0";"0";"0";"0";"0";"0";"670";"0";"0";"670";"34";"6";"28";"0";"636";"398";"238"
"8e32-7acc-64ea-4952-b583-0b7a-6a31-394a";"326301";"98";"11";"miasto";"stały";"Szkoła Podstawowa Nr 1, W. Witosa 12, 72-600 Świnoujście";"m. Świnoujście";"Świnoujście";"zachodniopomorskie";"1390";"1495";"542";"848";"4";"6";"0";"0";"0";"0";"0";"0";"0";"848";"0";"0";"848";"33";"21";"12";"0";"815";"534";"281"
"6f9f-6a14-ed6e-a648-1efd-52cb-c9f7-9eb1";"326301";"98";"12";"miasto";"stały";"Szkoła Podstawowa Nr 6, T. Kościuszki 11, 72-600 Świnoujście";"m. Świnoujście";"Świnoujście";"zachodniopomorskie";"1540";"1678";"471";"1069";"2";"19";"0";"0";"0";"0";"0";"0";"0";"1069";"0";"0";"1069";"38";"9";"29";"0";"1031";"674";"357"
"de9e-78ff-f1d2-465b-2a2e-3041-0aff-ceb0";"326301";"98";"13";"miasto";"stały";"Szkoła Podstawowa Nr 6, T. Kościuszki 11, 72-600 Świnoujście";"m. Świnoujście";"Świnoujście";"zachodniopomorskie";"1300";"1425";"437";"863";"0";"9";"0";"0";"0";"0";"0";"0";"0";"863";"0";"0";"863";"39";"11";"28";"0";"824";"547";"277"
"66b8-0ec7-4ba5-d6a1-75ad-2da0-6e8c-056c";"326301";"98";"14";"miasto";"stały";"Szkoła Podstawowa Nr 6, S. Staszica 17, 72-600 Świnoujście";"m. Świnoujście";"Świnoujście";"zachodniopomorskie";"1170";"1286";"361";"809";"2";"19";"0";"0";"0";"0";"0";"0";"0";"809";"0";"0";"809";"30";"6";"24";"0";"779";"526";"253"
"3407-3be8-a992-2837-c041-66b3-bcb2-79b7";"326301";"98";"15";"miasto";"stały";"I Liceum Społeczne Fundacji ""Logos"", Grunwaldzka 47, 72-600 Świnoujście";"m. Świnoujście";"Świnoujście";"zachodniopomorskie";"669";"762";"227";"442";"0";"3";"0";"0";"0";"0";"0";"0";"0";"442";"0";"0";"442";"18";"12";"6";"0";"424";"279";"145"
