"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Mirosław Stanisław SZEMLA - nr na liście 1";"Marian Albin ORMANIEC - nr na liście 2";"Małgorzata KIEREŚ - nr na liście 3";"Alicja OGIEGŁO - nr na liście 4";"Przemysław MAJOR - nr na liście 5";"Waldemar Michał SZENDERA - nr na liście 6";"Dawid Sylwester JARCO - nr na liście 7";"Ryszard Tadeusz WÓJCIK - nr na liście 8";"Halina Stefania WENGLORZ - nr na liście 9";"Tadeusz ŻYŁA - nr na liście 10";"Edward Stanisław KUĆKA - nr na liście 11";"Magdalena Ewa SZCZEPAŃCZYK-CHROBAK - nr na liście 12";"Justyna Barbara SOSNOWSKA - nr na liście 13";"Brygida Urszula BRZOSKA-KRAWCZYK - nr na liście 14";"Andrzej Bernard GRZYB - nr na liście 15";"Grzegorz Ryszard GAWĘDA - nr na liście 16";"Lucyna BUTOR - nr na liście 17";"Danuta Maria KOŻUSZNIK - nr na liście 18";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Stanisław SZWED - nr na liście 1";"Grzegorz Paweł PUDA - nr na liście 2";"Kazimierz Władysław MATUSZNY - nr na liście 3";"Przemysław Mieczysław DRABEK - nr na liście 4";"Magdalena Ewa WÓJCIK - nr na liście 5";"Grzegorz Krzysztof GAŻA - nr na liście 6";"Ryszard Arkadiusz MACURA - nr na liście 7";"Marcela Joanna KANAFEK-LEWANDOWSKA - nr na liście 8";"Barbara Lucyna ADAMSKA - nr na liście 9";"Konrad Tomasz ŁOŚ - nr na liście 10";"Adrian Kamil MIDOR - nr na liście 11";"Jarosław GOWIN - nr na liście 12";"Janusz Witold DZIEDZIC - nr na liście 13";"Agnieszka Magdalena BIEGUN - nr na liście 14";"Magdalena Elżbieta WAWRZECZKO - nr na liście 15";"Renata Anna MICHNIK - nr na liście 16";"Łukasz Grzegorz PASIERBEK - nr na liście 17";"Beata Iwona BIAŁOWĄS - nr na liście 18";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Przemysław Adam KOPERSKI - nr na liście 1";"Agnieszka Zofia LAMEK-KOCHANOWSKA - nr na liście 2";"Leszek Zbigniew CZYLOK - nr na liście 3";"Henryk SATŁAWA - nr na liście 4";"Leszek TYRNA - nr na liście 5";"Anna Maria CZAICKA - nr na liście 6";"Magdalena MADZIA - nr na liście 7";"Aleksandra Ewa BANOT - nr na liście 8";"Barbara Jolanta SŁONKA-GIBAS - nr na liście 9";"Władysław PINDEL - nr na liście 10";"Katarzyna Olga GASPARSKA - nr na liście 11";"Alicja ZALEWSKA - nr na liście 12";"Aleksandra Maria HASIOR - nr na liście 13";"Paulina Magdalena GRZYBEK - nr na liście 14";"Michał Jacek BRUDNY - nr na liście 15";"Paweł Piotr MIECH - nr na liście 16";"Artur Jerzy SIĄKAŁA - nr na liście 17";"Zbigniew Henryk NOSKOWSKI - nr na liście 18";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Bronisław Edward FOLTYN - nr na liście 1";"Robert Łukasz GRAJNY - nr na liście 2";"Wojciech Tomasz BIELEWICZ - nr na liście 3";"Maria STARZYŃSKA - nr na liście 4";"Artur SKŁODOWSKI - nr na liście 5";"Magdalena Barbara MILCZANOWSKA-SZWEDA - nr na liście 6";"Paweł Adam MAŁYSZ - nr na liście 7";"Marlena Maria WIEWIÓRA-BŁACHUT - nr na liście 8";"Cezary Józef CZAPIGA - nr na liście 9";"Patrycja Joanna KULA - nr na liście 10";"Andrzej Grzegorz POLAŃSKI - nr na liście 11";"Jolanta Maria CIEŚLAR - nr na liście 12";"Ronald Antoni MICHNIK - nr na liście 13";"Grażyna Katarzyna STRZAŁKOWSKA - nr na liście 14";"Dawid Józef RUDNICKI - nr na liście 15";"Katarzyna Elżbieta ŚNIEŻEK - nr na liście 16";"Paweł Teodor WALICZEK - nr na liście 17";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Mirosława NYKIEL - nr na liście 1";"Małgorzata Anna PĘPEK - nr na liście 2";"Mirosław Tadeusz SUCHOŃ - nr na liście 3";"Andrzej Jan MOLIN - nr na liście 4";"Edyta Teresa GŁOMBEK - nr na liście 5";"Gabriela Maria LAZAREK - nr na liście 6";"Dariusz Stanisław MICHASIÓW - nr na liście 7";"Rafał Paweł RYPLEWICZ - nr na liście 8";"Łukasz Antoni GIERTLER - nr na liście 9";"Marcin Rafał ŚLĘK - nr na liście 10";"Ewa KASZOK - nr na liście 11";"Jerzy Marcin PIJANOWSKI - nr na liście 12";"Karolina Józefa KRZYŻAK - nr na liście 13";"Beata Anna ŁUKOWICZ - nr na liście 14";"Bogdan Tomasz DESOŃ - nr na liście 15";"Bronisław JAFERNIK - nr na liście 16";"Dorota Maria PIEGZIK-IZYDORCZYK - nr na liście 17";"Maciej Tadeusz TOMCZYKIEWICZ - nr na liście 18"
"e7f3-3c9e-6acb-252c-1607-1156-c785-2696";"241006";"27";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Mizerowie, ul. Nadrzeczna 31, 43-265 Mizerów";"gm. Suszec";"pszczyński";"śląskie";"1043";"1141";"321";"722";"2";"6";"0";"0";"0";"0";"0";"0";"0";"722";"0";"0";"722";"6";"3";"3";"0";"716";"61";"21";"4";"2";"3";"1";"16";"0";"1";"2";"5";"2";"0";"1";"0";"1";"1";"0";"1";"465";"77";"72";"7";"4";"10";"150";"4";"105";"6";"2";"0";"10";"6";"4";"0";"4";"2";"2";"39";"9";"8";"4";"2";"3";"1";"3";"0";"0";"2";"0";"2";"1";"1";"0";"0";"0";"3";"53";"23";"3";"1";"3";"4";"2";"6";"1";"0";"1";"2";"2";"1";"0";"0";"1";"3";"98";"39";"11";"0";"3";"13";"4";"0";"0";"0";"0";"2";"1";"2";"1";"0";"1";"0";"21"
"d57b-8b77-6cb8-9fc0-5714-4239-112c-8d7e";"241006";"27";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Radostowicach, ul. Dworcowa 56, 43-262 Radostowice";"gm. Suszec";"pszczyński";"śląskie";"1243";"1334";"350";"893";"1";"2";"0";"0";"0";"0";"0";"0";"0";"893";"0";"0";"893";"4";"1";"3";"0";"889";"64";"16";"2";"2";"4";"0";"26";"1";"1";"0";"2";"0";"2";"3";"0";"2";"1";"1";"1";"504";"78";"72";"4";"3";"13";"159";"2";"125";"4";"6";"0";"10";"3";"5";"3";"4";"3";"10";"45";"19";"1";"2";"0";"1";"2";"6";"2";"1";"1";"1";"0";"1";"0";"0";"0";"0";"8";"73";"39";"2";"4";"2";"1";"4";"8";"0";"0";"1";"2";"3";"2";"0";"1";"1";"3";"203";"50";"10";"6";"21";"26";"3";"0";"3";"0";"3";"1";"0";"0";"1";"0";"1";"1";"77"
"36a9-690e-0594-410b-d4f5-a435-7f98-70e2";"241006";"27";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Rudziczce, Rudziczka ul. Woszczycka 20, 43-267 Suszec";"gm. Suszec";"pszczyński";"śląskie";"1041";"1110";"291";"750";"0";"4";"0";"0";"0";"0";"0";"0";"0";"750";"0";"0";"750";"10";"8";"2";"0";"740";"68";"10";"2";"5";"4";"2";"23";"0";"1";"0";"5";"1";"2";"3";"3";"1";"3";"1";"2";"389";"85";"44";"13";"3";"19";"91";"2";"78";"13";"11";"1";"14";"4";"1";"2";"0";"3";"5";"80";"43";"11";"2";"3";"1";"0";"6";"3";"1";"1";"1";"1";"2";"0";"2";"0";"0";"3";"53";"28";"4";"1";"1";"1";"0";"12";"0";"0";"2";"0";"0";"1";"1";"0";"0";"2";"150";"72";"15";"12";"14";"5";"7";"1";"1";"1";"1";"2";"1";"1";"2";"1";"0";"0";"14"
"a5bd-c4e0-ce64-f771-72fb-70e6-693e-f1e0";"241006";"27";"6";"wieś";"stały";"Szkoła Podstawowa w Suszcu, ul. Szkolna 130/sala nr 14, 43-267 Suszec";"gm. Suszec";"pszczyński";"śląskie";"1542";"1663";"420";"1122";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1122";"0";"0";"1122";"13";"5";"8";"0";"1109";"138";"22";"1";"3";"2";"1";"97";"1";"2";"0";"1";"1";"0";"0";"0";"0";"2";"3";"2";"585";"152";"68";"12";"4";"16";"178";"7";"75";"11";"15";"2";"16";"2";"2";"3";"5";"5";"12";"53";"25";"3";"3";"0";"0";"3";"4";"1";"2";"0";"1";"3";"2";"2";"0";"1";"0";"3";"125";"59";"12";"7";"10";"3";"8";"7";"1";"2";"1";"0";"4";"0";"2";"2";"2";"5";"208";"93";"8";"11";"21";"16";"7";"5";"0";"3";"0";"5";"1";"1";"0";"0";"0";"2";"35"
"6e33-ea07-ed7e-64f3-e624-c0f4-7b50-8231";"241006";"27";"7";"wieś";"stały";"Szkoła Podstawowa w Suszcu, Szkolna 130/sala nr 13, 43-267 Suszec";"gm. Suszec";"pszczyński";"śląskie";"1640";"1761";"558";"1082";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1082";"0";"0";"1082";"9";"4";"5";"0";"1073";"116";"8";"2";"2";"3";"0";"90";"2";"0";"5";"2";"0";"0";"1";"0";"0";"0";"1";"0";"586";"133";"39";"19";"5";"28";"181";"13";"93";"11";"14";"1";"17";"3";"3";"8";"4";"3";"11";"56";"23";"9";"3";"1";"1";"2";"2";"1";"0";"1";"0";"2";"1";"1";"2";"3";"1";"3";"138";"59";"7";"5";"7";"4";"3";"25";"1";"3";"5";"1";"4";"1";"0";"3";"1";"9";"177";"89";"15";"7";"8";"11";"4";"4";"2";"1";"3";"4";"1";"1";"0";"0";"1";"1";"25"
"a356-e823-f287-a9de-bb16-b2cf-d041-e623";"241701";"27";"1";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Powstańców Śląskich 4, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"2194";"2365";"671";"1523";"3";"6";"0";"0";"0";"0";"0";"0";"0";"1523";"0";"0";"1523";"9";"0";"9";"0";"1514";"71";"22";"17";"6";"3";"0";"1";"12";"0";"0";"1";"0";"1";"3";"0";"1";"2";"2";"0";"640";"171";"40";"92";"6";"12";"3";"3";"6";"4";"17";"196";"51";"2";"12";"1";"3";"2";"19";"211";"102";"24";"3";"25";"1";"5";"9";"1";"11";"11";"4";"3";"1";"2";"2";"3";"2";"2";"125";"47";"2";"44";"6";"2";"1";"11";"2";"2";"2";"2";"0";"1";"0";"0";"1";"2";"467";"114";"295";"18";"10";"5";"3";"2";"1";"1";"0";"0";"2";"1";"1";"0";"6";"1";"7"
"e927-9cf2-4bb1-3595-9bf2-4a19-1e3c-5ef4";"241701";"27";"2";"miasto";"stały";"Żłobek Miejski w Żywcu, ul. Jana 28, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"1596";"1696";"479";"1117";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1117";"0";"0";"1117";"5";"3";"2";"0";"1112";"71";"21";"21";"1";"1";"0";"0";"12";"2";"1";"1";"2";"3";"1";"0";"2";"0";"1";"2";"420";"93";"24";"74";"12";"12";"2";"1";"3";"2";"14";"96";"66";"1";"7";"2";"1";"1";"9";"171";"113";"11";"4";"15";"0";"3";"2";"0";"5";"8";"0";"3";"1";"0";"3";"1";"0";"2";"79";"33";"4";"26";"1";"0";"0";"6";"1";"0";"3";"1";"0";"0";"1";"0";"0";"3";"371";"102";"210";"25";"3";"2";"3";"7";"0";"2";"4";"2";"0";"1";"4";"0";"1";"0";"5"
"2280-718b-da7b-ff7e-ff3f-6542-7806-0ea0";"241701";"27";"3";"miasto";"stały";"Zespół Szkół Mechaniczno-Elektrycznych, ul. KEN 3, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"1301";"1362";"398";"903";"1";"8";"0";"0";"0";"0";"0";"0";"0";"903";"0";"0";"903";"4";"0";"4";"0";"899";"57";"16";"11";"2";"2";"2";"2";"7";"1";"1";"0";"2";"0";"1";"0";"1";"0";"9";"0";"353";"96";"30";"54";"11";"4";"2";"1";"5";"2";"15";"84";"41";"0";"5";"0";"1";"2";"0";"122";"60";"9";"3";"11";"4";"5";"4";"0";"11";"4";"3";"4";"0";"1";"2";"0";"1";"0";"88";"34";"5";"21";"1";"0";"1";"8";"2";"0";"2";"2";"1";"0";"1";"1";"2";"7";"279";"85";"145";"12";"3";"5";"2";"5";"0";"2";"0";"3";"1";"3";"2";"0";"1";"2";"8"
"d5de-fc51-2559-2c95-00e4-e03d-d504-8613";"241701";"27";"4";"miasto";"stały";"Liceum Ogólnokształcące im. Kopernika, ul. Słowackiego 2, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"2197";"2353";"714";"1483";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1483";"0";"0";"1483";"14";"9";"5";"0";"1469";"90";"17";"20";"6";"3";"2";"0";"26";"0";"0";"1";"1";"1";"1";"1";"2";"1";"5";"3";"589";"139";"59";"71";"9";"17";"2";"1";"7";"3";"6";"185";"65";"4";"6";"3";"0";"0";"12";"205";"119";"24";"6";"7";"4";"4";"3";"2";"14";"8";"2";"0";"2";"3";"5";"1";"0";"1";"102";"35";"3";"34";"0";"1";"0";"7";"2";"1";"2";"2";"0";"1";"2";"0";"1";"11";"483";"145";"248";"21";"8";"6";"18";"9";"3";"2";"1";"2";"1";"1";"2";"3";"3";"2";"8"
"0a10-cbf1-8500-c67c-1e4d-a97c-5a99-4f06";"241701";"27";"5";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 2, ul. Niezapominajki 14, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"996";"1096";"319";"677";"0";"0";"0";"0";"0";"0";"0";"0";"0";"677";"0";"0";"677";"5";"2";"3";"0";"672";"38";"9";"15";"0";"3";"1";"3";"2";"1";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"424";"127";"46";"73";"14";"9";"0";"1";"2";"3";"5";"86";"53";"0";"2";"1";"2";"0";"0";"49";"31";"2";"1";"10";"1";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"45";"18";"1";"11";"2";"2";"2";"2";"2";"1";"1";"0";"0";"0";"0";"0";"2";"1";"116";"25";"76";"6";"1";"2";"3";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0"
"97b1-6111-27ea-c25f-0fee-f0f2-b07b-fe57";"241701";"27";"6";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 1, ul. Moszczanicka 26, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"1094";"1198";"288";"806";"0";"5";"0";"0";"0";"0";"0";"0";"0";"806";"0";"0";"806";"6";"5";"1";"0";"800";"46";"11";"18";"4";"2";"1";"0";"4";"0";"0";"1";"0";"0";"1";"1";"0";"0";"3";"0";"462";"130";"39";"120";"5";"9";"3";"1";"3";"2";"9";"109";"19";"0";"3";"1";"1";"1";"7";"64";"37";"3";"1";"12";"0";"2";"3";"2";"1";"0";"1";"2";"0";"0";"0";"0";"0";"0";"66";"39";"3";"9";"2";"0";"1";"9";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"162";"49";"89";"8";"3";"0";"7";"1";"0";"2";"0";"1";"0";"0";"1";"0";"0";"0";"1"
"9068-e965-f645-e8ec-d5c4-4565-b434-36aa";"241701";"27";"7";"miasto";"stały";"Miejski Ośrodek Sportu i Rekreacji, ul. Zielona 7, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"1238";"1365";"360";"878";"2";"7";"0";"0";"0";"0";"0";"0";"0";"878";"0";"0";"878";"12";"5";"7";"0";"866";"50";"17";"16";"4";"1";"0";"0";"4";"0";"0";"0";"0";"1";"1";"1";"1";"0";"3";"1";"355";"113";"35";"57";"5";"6";"2";"0";"7";"1";"6";"63";"46";"1";"4";"0";"0";"3";"6";"86";"51";"2";"4";"6";"1";"1";"1";"2";"4";"2";"2";"2";"2";"3";"2";"0";"0";"1";"75";"19";"2";"17";"7";"2";"0";"10";"2";"2";"1";"1";"2";"1";"0";"1";"6";"2";"300";"72";"188";"10";"5";"4";"2";"6";"1";"0";"0";"0";"1";"0";"1";"2";"3";"1";"4"
"1852-28ca-7064-db5e-edd2-16d6-7db8-a248";"241701";"27";"8";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Zielona 1, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"1042";"1117";"269";"773";"3";"11";"0";"0";"0";"0";"0";"0";"0";"773";"0";"1";"772";"10";"4";"6";"0";"762";"40";"15";"8";"1";"1";"1";"0";"5";"0";"0";"2";"0";"1";"0";"0";"3";"1";"0";"2";"278";"73";"23";"48";"10";"9";"0";"4";"7";"1";"4";"52";"31";"1";"5";"1";"1";"2";"6";"95";"49";"10";"2";"3";"0";"6";"7";"0";"8";"3";"1";"1";"0";"1";"2";"1";"0";"1";"61";"16";"1";"20";"4";"2";"2";"8";"1";"0";"1";"2";"0";"1";"0";"0";"1";"2";"288";"66";"177";"14";"3";"3";"3";"5";"3";"0";"0";"0";"0";"0";"2";"0";"4";"0";"8"
"4bb5-4ff4-fe1a-4f69-41d3-c69e-0f72-5b22";"241701";"27";"9";"miasto";"stały";"Przedszkole Nr 10, ul. Browar Kolonia 44, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"1093";"1155";"346";"747";"0";"6";"0";"0";"0";"0";"0";"0";"0";"747";"0";"0";"747";"6";"4";"2";"0";"741";"37";"12";"10";"0";"2";"1";"0";"4";"0";"0";"0";"1";"1";"0";"0";"1";"0";"5";"0";"385";"90";"28";"41";"2";"6";"0";"0";"3";"2";"3";"44";"156";"1";"4";"0";"1";"0";"4";"56";"26";"4";"1";"2";"3";"2";"0";"0";"4";"2";"3";"4";"0";"3";"1";"0";"0";"1";"50";"17";"4";"13";"2";"1";"1";"6";"0";"1";"4";"0";"0";"0";"0";"1";"0";"0";"213";"71";"112";"8";"1";"1";"0";"11";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"6"
"4bd6-8b9d-c820-afe5-3c68-ce86-af51-2046";"241701";"27";"10";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Ks. Pr. St. Słonki 14, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"1390";"1487";"469";"921";"0";"7";"0";"0";"0";"0";"0";"0";"0";"921";"0";"0";"921";"6";"6";"0";"0";"915";"49";"14";"17";"3";"2";"1";"1";"4";"0";"1";"0";"1";"1";"1";"0";"0";"0";"2";"1";"429";"71";"20";"34";"7";"13";"1";"0";"2";"1";"4";"35";"233";"1";"1";"2";"1";"1";"2";"119";"65";"13";"6";"11";"0";"2";"3";"1";"12";"2";"0";"1";"0";"1";"1";"0";"1";"0";"57";"19";"1";"21";"1";"1";"0";"5";"2";"0";"1";"0";"2";"3";"0";"0";"1";"0";"261";"79";"142";"12";"2";"1";"4";"0";"2";"2";"1";"0";"0";"1";"0";"1";"0";"1";"13"
"f4b0-e948-f76c-cba8-785b-b875-4517-665e";"241701";"27";"11";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Dworcowa 26, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"1500";"1607";"479";"1021";"1";"7";"1";"1";"0";"0";"0";"0";"1";"1022";"1";"0";"1022";"13";"4";"9";"0";"1009";"67";"16";"19";"7";"1";"3";"0";"9";"0";"3";"2";"1";"0";"1";"1";"1";"0";"1";"2";"438";"90";"30";"53";"8";"10";"0";"1";"1";"2";"10";"56";"158";"8";"3";"0";"3";"2";"3";"102";"51";"15";"1";"7";"0";"1";"6";"0";"13";"2";"2";"1";"1";"0";"1";"1";"0";"0";"78";"34";"3";"26";"0";"0";"0";"5";"1";"0";"2";"1";"0";"0";"0";"1";"3";"2";"324";"117";"168";"7";"0";"2";"3";"6";"6";"0";"0";"2";"0";"3";"1";"0";"4";"2";"3"
"bf3a-08ca-3328-7301-d27a-a445-e8a2-3c92";"241701";"27";"12";"miasto";"stały";"Zespół Szkół Budowlano-Drzewnych, ul. Szkolna 2, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"694";"729";"234";"460";"0";"3";"0";"0";"0";"0";"0";"0";"0";"460";"0";"0";"460";"5";"3";"2";"0";"455";"18";"5";"6";"0";"0";"1";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"182";"39";"12";"21";"5";"6";"0";"0";"0";"1";"2";"28";"63";"0";"2";"0";"0";"0";"3";"73";"40";"12";"1";"6";"0";"2";"1";"2";"4";"2";"0";"1";"0";"0";"0";"2";"0";"0";"35";"11";"1";"9";"3";"1";"0";"3";"0";"1";"0";"0";"1";"0";"0";"1";"1";"3";"147";"46";"86";"5";"2";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"1";"1";"0";"3"
"d9be-43bb-dbe8-9f49-91ed-bc9a-6ec1-b5a3";"241701";"27";"13";"miasto";"stały";"Budynek, ul. Podlesie 63, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"992";"1046";"387";"605";"1";"1";"0";"0";"0";"0";"0";"0";"0";"605";"0";"0";"605";"6";"4";"2";"0";"599";"25";"8";"8";"2";"1";"0";"0";"4";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"325";"75";"23";"54";"5";"6";"2";"1";"3";"4";"7";"69";"65";"0";"4";"1";"0";"0";"6";"54";"23";"5";"4";"5";"1";"2";"3";"1";"4";"1";"0";"1";"0";"0";"1";"3";"0";"0";"42";"16";"0";"7";"2";"0";"0";"5";"1";"1";"0";"0";"1";"1";"0";"0";"7";"1";"153";"40";"89";"4";"4";"1";"5";"1";"5";"0";"1";"1";"0";"1";"0";"0";"1";"0";"0"
"9185-baf9-dbeb-ebe9-b7fd-c30b-5bd8-39a9";"241701";"27";"14";"miasto";"stały";"Miejskie Centrum Kultury Klub ""Śrubka"", ul. Grunwaldzka 13, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"1541";"1665";"380";"1161";"2";"9";"0";"0";"0";"0";"0";"0";"0";"1161";"0";"0";"1161";"7";"4";"3";"0";"1154";"85";"29";"17";"3";"5";"2";"0";"12";"2";"1";"4";"0";"2";"1";"1";"1";"0";"4";"1";"447";"111";"43";"82";"8";"11";"1";"4";"9";"4";"1";"102";"54";"0";"4";"1";"1";"4";"7";"135";"70";"10";"5";"19";"4";"4";"5";"1";"5";"4";"1";"1";"2";"0";"1";"1";"1";"1";"86";"31";"3";"25";"1";"0";"1";"11";"1";"1";"2";"0";"3";"1";"1";"1";"2";"2";"401";"116";"224";"25";"2";"1";"2";"4";"5";"0";"0";"4";"1";"1";"2";"1";"2";"1";"10"
"d6f9-988d-b993-f671-0757-34c9-5d64-860d";"241701";"27";"15";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. M. C. Skłodowskiej 2, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"800";"818";"280";"520";"0";"4";"1";"1";"0";"0";"0";"0";"1";"521";"1";"0";"521";"2";"1";"1";"0";"519";"37";"11";"6";"2";"0";"1";"0";"6";"1";"0";"3";"1";"0";"3";"0";"1";"0";"0";"2";"241";"72";"22";"35";"5";"7";"0";"0";"17";"2";"6";"47";"19";"1";"5";"1";"0";"1";"1";"51";"28";"3";"4";"3";"0";"0";"2";"0";"4";"2";"0";"0";"0";"0";"2";"0";"0";"3";"48";"19";"3";"13";"2";"0";"1";"2";"1";"0";"1";"0";"0";"1";"0";"1";"2";"2";"142";"38";"79";"10";"2";"1";"5";"4";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1"
"92f8-decf-e386-f6e3-9c5f-d82c-75bd-74d6";"241701";"27";"16";"miasto";"stały";"Miejskie Centrum Kultury Klub Środowiskowy, ul. Sporyska 39, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"1492";"1638";"452";"1040";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1040";"0";"0";"1040";"6";"5";"1";"0";"1034";"69";"17";"19";"4";"0";"0";"0";"12";"1";"1";"2";"1";"0";"3";"3";"0";"3";"1";"2";"489";"108";"44";"74";"7";"12";"2";"0";"4";"4";"4";"135";"83";"3";"1";"3";"0";"1";"4";"96";"54";"5";"1";"12";"1";"3";"3";"0";"5";"0";"1";"2";"1";"1";"3";"1";"0";"3";"70";"14";"4";"25";"2";"0";"2";"12";"2";"0";"0";"2";"0";"2";"0";"1";"1";"3";"310";"98";"158";"25";"2";"2";"2";"3";"2";"1";"0";"4";"0";"1";"1";"3";"2";"3";"3"
"1b54-51ac-546c-322a-1dcf-b3d4-0ea5-2bc2";"241701";"27";"17";"miasto";"stały";"Klub Środowiskowy, ul. Kocurowska 61, 34-300 Żywiec";"m. Żywiec";"żywiecki";"śląskie";"596";"627";"172";"424";"0";"1";"0";"0";"0";"0";"0";"0";"0";"424";"0";"0";"424";"12";"10";"2";"0";"412";"13";"2";"2";"2";"0";"0";"0";"5";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"209";"56";"13";"48";"3";"8";"5";"0";"1";"2";"3";"43";"14";"0";"5";"2";"0";"4";"2";"29";"7";"3";"0";"3";"0";"0";"2";"1";"5";"1";"2";"1";"1";"1";"0";"1";"0";"1";"49";"21";"8";"6";"4";"0";"1";"3";"1";"1";"0";"0";"1";"0";"0";"0";"1";"2";"112";"39";"57";"9";"1";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"2"
